# Definition of the community standard for skyglow observations 1.0
# URL: http://www.darksky.org/NSBM/sdf1.0.pdf
# Number of header lines: 35
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LE
# Instrument ID: SQM_LE-mac_uni
# Data supplier: Department of Physics and Astronomy / Macquarie University
# Location name: Sydney/NSW/Australia- Macquarie University Observatory
# Position: -33.770269, 151.111135, 75
# Local timezone: UTC+10
# Time Synchronization: NTP
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0., 0.
# Field of view: 20
# Number of fields per line: 6
# SQM serial number: 3255
# SQM firmware version: 36
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000003,00000036,00003255
# SQM readout test rx: r, 00.00m,0000595187Hz,0000000000c,0000000.000s, 040.9C
# SQM readout test cx: c,00000019.81m,0000157.488s, 021.9C,00000008.71m, 024.8C
# Comment:
# Comment:
# Comment:
# Comment:
# Comment: Capture program: PySQM
# blank line 30
# blank line 31
# blank line 32
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2017-06-28T05:58:17.000;2017-06-28T15:58:17.000;34.26;0.000;595939.200;-0.000
2017-06-28T05:59:04.000;2017-06-28T15:59:04.000;34.72;0.000;595907.400;-0.000
2017-06-28T05:59:48.000;2017-06-28T15:59:48.000;34.72;0.000;595907.200;-0.000
2017-06-28T06:00:31.000;2017-06-28T16:00:31.000;34.56;0.000;595846.400;-0.000
2017-06-28T06:01:18.000;2017-06-28T16:01:18.000;34.56;0.000;595889.200;-0.000
2017-06-28T06:02:04.000;2017-06-28T16:02:04.000;34.64;0.000;595858.400;-0.000
2017-06-28T06:02:48.000;2017-06-28T16:02:48.000;34.72;0.000;595871.200;-0.000
2017-06-28T06:03:31.000;2017-06-28T16:03:31.000;34.64;0.000;595837.800;-0.000
2017-06-28T06:04:18.000;2017-06-28T16:04:18.000;34.64;0.000;595881.400;-0.000
2017-06-28T06:05:04.000;2017-06-28T16:05:04.000;34.64;0.000;595837.600;-0.000
2017-06-28T06:05:48.000;2017-06-28T16:05:48.000;34.56;0.000;595848.600;-0.000
2017-06-28T06:06:31.000;2017-06-28T16:06:31.000;34.56;0.000;595851.800;-0.000
2017-06-28T06:07:18.000;2017-06-28T16:07:18.000;34.72;0.000;595858.600;-0.000
