# Definition of the community standard for skyglow observations 1.0
# URL: http://www.darksky.org/NSBM/sdf1.0.pdf
# Number of header lines: 35
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LE
# Instrument ID: SQM_LE-mac_uni
# Data supplier: Department of Physics and Astronomy / Macquarie University
# Location name: Sydney/NSW/Australia- Macquarie University Observatory
# Position: -33.770269, 151.111135, 75
# Local timezone: UTC+10
# Time Synchronization: NTP
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0., 0.
# Field of view: 20
# Number of fields per line: 6
# SQM serial number: 3255
# SQM firmware version: 36
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000003,00000036,00003255
# SQM readout test rx: r, 00.00m,0000594934Hz,0000000000c,0000000.000s, 039.3C
# SQM readout test cx: c,00000019.81m,0000157.488s, 021.9C,00000008.71m, 024.8C
# Comment:
# Comment:
# Comment:
# Comment:
# Comment: Capture program: PySQM
# blank line 30
# blank line 31
# blank line 32
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2016-10-21T07:25:22.000;2016-10-21T17:25:22.000;44.10;0.000;594868.000;-0.000
2016-10-21T07:26:08.000;2016-10-21T17:26:08.000;44.10;0.000;594413.200;-0.000
2016-10-21T07:26:53.000;2016-10-21T17:26:53.000;44.10;0.000;594439.600;-0.000
2016-10-21T07:27:40.000;2016-10-21T17:27:40.000;44.10;0.000;594415.200;-0.000
2016-10-21T07:28:24.000;2016-10-21T17:28:24.000;44.10;0.000;594429.800;-0.000
2016-10-21T07:29:07.000;2016-10-21T17:29:07.000;44.04;0.000;594458.200;-0.000
2016-10-21T07:29:54.000;2016-10-21T17:29:54.000;44.10;0.000;594463.800;-0.000
2016-10-21T07:30:40.000;2016-10-21T17:30:40.000;43.92;0.000;594441.600;-0.000
2016-10-21T07:31:25.000;2016-10-21T17:31:25.000;43.86;0.000;594432.000;-0.000
2016-10-21T07:32:08.000;2016-10-21T17:32:08.000;43.98;0.000;594404.000;-0.000
2016-10-21T07:32:55.000;2016-10-21T17:32:55.000;43.92;0.000;594446.000;-0.000
2016-10-21T07:33:42.000;2016-10-21T17:33:42.000;43.92;0.000;594483.600;-0.000
2016-10-21T07:34:26.000;2016-10-21T17:34:26.000;43.92;0.000;594447.600;-0.000
2016-10-21T07:35:09.000;2016-10-21T17:35:09.000;43.86;0.000;594481.400;-0.000
2016-10-21T07:35:56.000;2016-10-21T17:35:56.000;43.92;0.000;594424.800;-0.000
2016-10-21T07:36:42.000;2016-10-21T17:36:42.000;43.86;0.000;594423.800;-0.000
2016-10-21T07:37:26.000;2016-10-21T17:37:26.000;43.80;0.000;594447.200;-0.000
2016-10-21T07:38:09.000;2016-10-21T17:38:09.000;43.80;0.000;594483.000;-0.000
2016-10-21T07:38:56.000;2016-10-21T17:38:56.000;43.80;0.000;594450.400;-0.000
2016-10-21T07:39:43.000;2016-10-21T17:39:43.000;43.74;0.000;594474.400;-0.000
2016-10-21T07:40:27.000;2016-10-21T17:40:27.000;43.74;0.000;594463.000;-0.000
2016-10-21T07:41:10.000;2016-10-21T17:41:10.000;43.74;0.000;594504.800;-0.000
2016-10-21T07:41:57.000;2016-10-21T17:41:57.000;43.80;0.000;594536.400;-0.000
2016-10-21T07:42:43.000;2016-10-21T17:42:43.000;43.68;0.000;594529.600;-0.000
2016-10-21T07:43:27.000;2016-10-21T17:43:27.000;43.56;0.000;594519.000;-0.000
2016-10-21T07:44:10.000;2016-10-21T17:44:10.000;43.56;0.000;594537.800;-0.000
2016-10-21T07:44:57.000;2016-10-21T17:44:57.000;43.50;0.000;578978.600;-0.000
2016-10-21T07:45:43.000;2016-10-21T17:45:43.000;43.50;0.000;528394.000;-0.000
2016-10-21T07:46:27.000;2016-10-21T17:46:27.000;43.50;0.000;495812.000;-0.000
2016-10-21T07:47:10.000;2016-10-21T17:47:10.000;43.50;0.000;505145.600;-0.000
2016-10-21T07:47:57.000;2016-10-21T17:47:57.000;43.50;0.000;489771.000;-0.000
2016-10-21T07:48:45.000;2016-10-21T17:48:45.000;43.42;0.000;475462.000;-0.000
2016-10-21T07:49:29.000;2016-10-21T17:49:29.000;43.42;0.000;492730.600;-0.000
2016-10-21T07:50:12.000;2016-10-21T17:50:12.000;43.34;0.000;470812.600;-0.000
2016-10-21T07:50:59.000;2016-10-21T17:50:59.000;43.10;0.000;415308.000;-0.000
2016-10-21T07:51:45.000;2016-10-21T17:51:45.000;43.10;0.000;378959.200;5.870
2016-10-21T07:52:29.000;2016-10-21T17:52:29.000;43.10;0.000;354653.200;5.944
2016-10-21T07:53:12.000;2016-10-21T17:53:12.000;43.18;0.000;341695.200;5.984
2016-10-21T07:53:59.000;2016-10-21T17:53:59.000;43.12;0.000;333206.200;6.014
2016-10-21T07:54:46.000;2016-10-21T17:54:46.000;43.10;0.000;330833.000;6.022
2016-10-21T07:55:30.000;2016-10-21T17:55:30.000;43.10;0.000;309743.000;6.092
2016-10-21T07:56:13.000;2016-10-21T17:56:13.000;43.10;0.000;295297.600;6.144
2016-10-21T07:57:00.000;2016-10-21T17:57:00.000;42.92;0.000;288977.600;6.168
2016-10-21T07:57:46.000;2016-10-21T17:57:46.000;43.04;0.000;281486.800;6.194
2016-10-21T07:58:30.000;2016-10-21T17:58:30.000;42.92;0.000;257131.000;6.294
2016-10-21T07:59:13.000;2016-10-21T17:59:13.000;42.98;0.000;248312.400;6.332
2016-10-21T08:00:00.000;2016-10-21T18:00:00.000;42.98;0.000;240728.000;6.364
2016-10-21T08:00:46.000;2016-10-21T18:00:46.000;42.80;0.000;219091.800;6.465
2016-10-21T08:01:30.000;2016-10-21T18:01:30.000;42.80;0.000;191121.400;6.615
2016-10-21T08:02:13.000;2016-10-21T18:02:13.000;42.80;0.000;177032.400;6.700
2016-10-21T08:03:00.000;2016-10-21T18:03:00.000;42.74;0.000;166942.200;6.766
2016-10-21T08:03:46.000;2016-10-21T18:03:46.000;42.74;0.000;159113.800;6.818
2016-10-21T08:04:30.000;2016-10-21T18:04:30.000;42.68;0.000;152066.400;6.864
2016-10-21T08:05:13.000;2016-10-21T18:05:13.000;42.74;0.000;146241.600;6.912
2016-10-21T08:06:01.000;2016-10-21T18:06:01.000;42.56;0.000;140991.800;6.948
2016-10-21T08:06:47.000;2016-10-21T18:06:47.000;42.56;0.000;134939.800;6.996
2016-10-21T08:07:31.000;2016-10-21T18:07:31.000;42.68;0.000;131566.200;7.020
2016-10-21T08:08:13.000;2016-10-21T18:08:13.000;42.56;0.000;129623.400;7.036
2016-10-21T08:08:58.000;2016-10-21T18:08:58.000;42.62;0.000;127785.200;7.050
2016-10-21T08:09:43.000;2016-10-21T18:09:43.000;42.62;0.000;118822.600;7.129
2016-10-21T08:10:32.000;2016-10-21T18:10:32.000;42.50;0.000;103040.200;7.285
2016-10-21T08:11:20.000;2016-10-21T18:11:20.000;42.56;0.000;89620.800;7.437
2016-10-21T08:12:10.000;2016-10-21T18:12:10.000;42.56;0.000;80259.600;7.561
2016-10-21T08:12:57.000;2016-10-21T18:12:57.000;42.50;0.000;73124.600;7.662
2016-10-21T08:13:44.000;2016-10-21T18:13:44.000;42.50;0.000;67556.600;7.744
2016-10-21T08:14:31.000;2016-10-21T18:14:31.000;42.50;0.000;62508.400;7.826
2016-10-21T08:15:15.000;2016-10-21T18:15:15.000;42.38;0.000;55535.800;7.955
2016-10-21T08:15:58.000;2016-10-21T18:15:58.000;42.44;0.000;51238.400;8.046
2016-10-21T08:16:45.000;2016-10-21T18:16:45.000;42.44;0.000;47463.600;8.126
2016-10-21T08:17:32.000;2016-10-21T18:17:32.000;42.50;0.000;43188.800;8.231
2016-10-21T08:18:16.000;2016-10-21T18:18:16.000;42.20;0.000;38097.800;8.369
2016-10-21T08:18:59.000;2016-10-21T18:18:59.000;42.20;0.000;34285.400;8.483
2016-10-21T08:19:46.000;2016-10-21T18:19:46.000;42.20;0.000;30510.800;8.605
2016-10-21T08:20:32.000;2016-10-21T18:20:32.000;42.20;0.000;27016.200;8.739
2016-10-21T08:21:17.000;2016-10-21T18:21:17.000;42.20;0.000;23975.000;8.869
2016-10-21T08:22:04.000;2016-10-21T18:22:04.000;42.20;0.000;21490.400;8.987
2016-10-21T08:22:48.000;2016-10-21T18:22:48.000;42.20;0.000;18940.400;9.131
2016-10-21T08:23:32.000;2016-10-21T18:23:32.000;42.20;0.000;16982.200;9.245
2016-10-21T08:24:19.000;2016-10-21T18:24:19.000;42.20;0.000;14339.400;9.424
2016-10-21T08:25:05.000;2016-10-21T18:25:05.000;42.20;0.000;11875.600;9.632
2016-10-21T08:25:49.000;2016-10-21T18:25:49.000;42.14;0.000;10097.200;9.809
2016-10-21T08:26:32.000;2016-10-21T18:26:32.000;42.14;0.000;8982.400;9.937
2016-10-21T08:27:19.000;2016-10-21T18:27:19.000;42.08;0.000;7505.200;10.132
2016-10-21T08:28:06.000;2016-10-21T18:28:06.000;42.08;0.000;6113.800;10.354
2016-10-21T08:28:50.000;2016-10-21T18:28:50.000;42.08;0.000;5108.800;10.550
2016-10-21T08:29:33.000;2016-10-21T18:29:33.000;41.90;0.000;4465.600;10.697
2016-10-21T08:30:20.000;2016-10-21T18:30:20.000;41.90;0.000;3864.600;10.849
2016-10-21T08:31:06.000;2016-10-21T18:31:06.000;41.90;0.000;3370.000;10.999
2016-10-21T08:31:50.000;2016-10-21T18:31:50.000;41.90;0.000;2895.000;11.167
2016-10-21T08:32:33.000;2016-10-21T18:32:33.000;41.90;0.000;2493.000;11.326
2016-10-21T08:33:20.000;2016-10-21T18:33:20.000;41.90;0.000;2063.200;11.534
2016-10-21T08:34:07.000;2016-10-21T18:34:07.000;41.90;0.000;1716.200;11.730
2016-10-21T08:34:51.000;2016-10-21T18:34:51.000;41.90;0.000;1406.800;11.946
2016-10-21T08:35:34.000;2016-10-21T18:35:34.000;41.82;0.000;1198.800;12.125
2016-10-21T08:36:21.000;2016-10-21T18:36:21.000;41.90;0.000;1037.800;12.279
2016-10-21T08:37:07.000;2016-10-21T18:37:07.000;41.74;0.000;912.600;12.417
2016-10-21T08:37:51.000;2016-10-21T18:37:51.000;41.90;0.000;774.200;12.595
2016-10-21T08:38:34.000;2016-10-21T18:38:34.000;41.74;0.000;663.800;12.762
2016-10-21T08:39:21.000;2016-10-21T18:39:21.000;41.82;0.000;556.200;12.957
2016-10-21T08:40:07.000;2016-10-21T18:40:07.000;41.74;0.000;470.400;13.137
2016-10-21T08:40:52.000;2016-10-21T18:40:52.000;41.66;0.000;387.000;13.348
2016-10-21T08:41:35.000;2016-10-21T18:41:35.000;41.58;0.000;326.200;13.534
2016-10-21T08:42:22.000;2016-10-21T18:42:22.000;41.66;0.000;267.000;13.754
2016-10-21T08:43:08.000;2016-10-21T18:43:08.000;41.58;0.000;210.000;14.011
2016-10-21T08:43:52.000;2016-10-21T18:43:52.000;41.82;0.000;165.200;14.272
2016-10-21T08:44:35.000;2016-10-21T18:44:35.000;41.66;0.000;140.400;14.448
